subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	11	Move	genus	Sputnikvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Sputnikvirus' to genus named 'Sputnikvirus' PROPOSED//CUR=[identical]Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;Sputnikvirus	NA	17
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	12	Rename	species	Mimivirus-dependent virus Sputnik	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Mimivirus-dependent virus Sputnik' to 'Sputnikvirus mimiviri' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;Sputnikvirus'	NA	24
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	13	Rename	species	Mimivirus-dependent virus Zamilon	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Mimivirus-dependent virus Zamilon' to 'Sputnikvirus zamilonense' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;Sputnikvirus'	NA	25
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	14	Create new	family	Dishuiviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae'	NA	6
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	15	Create new	genus	Essdubovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae;Essdubovirus'	NA	11
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	16	Create new	species	Essdubovirus chlorellae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae;Essdubovirus;Essdubovirus chlorellae'	NA	18
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	17	Create new	family	Omnilimnoviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae'	NA	7
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	18	Create new	genus	Panaquavirovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae;Panaquavirovirus'	NA	12
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	19	Create new	species	Panaquavirovirus qinghaense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae;Panaquavirovirus;Panaquavirovirus qinghaense'	NA	19
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	20	Create new	family	Burtonviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae'	NA	8
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	21	Create new	genus	Burquivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae;Burquivirus'	NA	13
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	22	Create new	species	Burquivirus flavolapense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae;Burquivirus;Burquivirus flavolapense'	NA	20
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	23	Create new	family	Gulliviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae'	NA	9
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	24	Create new	genus	Invirovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae;Invirovirus'	NA	14
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	25	Create new	species	Invirovirus crochense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae;Invirovirus;Invirovirus crochense'	NA	21
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	26	Create new	order	Divpevirales	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create order of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales'	NA	3
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	27	Create new	family	Ruviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae'	NA	10
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	28	Create new	genus	Oviruvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae;Oviruvirus'	NA	15
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx	29	Create new	species	Oviruvirus palmerstonense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae;Oviruvirus;Oviruvirus palmerstonense'	NA	22
