isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1008909	202405639	9101	1	Carlavirus gammasambuci	E	elderberry carlavirus C	SVC	EBCVC	KJ572562	NC_029087	Complete genome	ssRNA(+)	plants	NULL	1569054	same	Carlavirus gammasambuci	202305639	NULL	elderberry carlavirus C	NULL
1008910	202405640	9096	1	Carlavirus deltasambuci	E	elderberry carlavirus D	SVD	EBCVD	KJ572563	NC_029088	Complete genome	ssRNA(+)	plants	NULL	1569055	same	Carlavirus deltasambuci	202305640	NULL	elderberry carlavirus D	NULL
1008911	202405641	9099	1	Carlavirus epsilonsambuci	E	elderberry carlavirus E	SVE	EBCVE	KJ572564	NC_029089	Complete genome	ssRNA(+)	plants	NULL	1569056	same	Carlavirus epsilonsambuci	202305641	NULL	elderberry carlavirus E	NULL
1008912	202402276	9109	1	Carlavirus latensascalonici	E	shallot latent virus	SLV	YH1	AJ292226	NC_003557	Complete genome	ssRNA(+)	plants	NULL	12458	same	Carlavirus latensascalonici	202302276	NULL	shallot latent virus	NULL
1008913	202402277	9094	1	Carlavirus cornutum	E	Sint-jan's onion latent virus	SJOLV	IPO-DLO	EU659745	NC_043084	Partial genome	ssRNA(+)	plants	NULL	2169804	same	Carlavirus cornutum	202302277	NULL	Sint-jan's onion latent virus	NULL
1008914	202402278	9100	1	Carlavirus fragariae	E	strawberry pseudo mild yellow edge virus	SPMYEV	NULL	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Carlavirus fragariae	202302278	NULL	strawberry pseudo mild yellow edge virus	NULL
1008915	202402279	9105	1	Carlavirus ipomoeae	E	sweet potato C6 virus	SPC6V	Sosa 29	JX212747	NC_018448	Complete genome	ssRNA(+)	plants	NULL	1307958	same	Carlavirus ipomoeae	202302279	NULL	sweet potato C6 virus	NULL
1008916	202402280	9092	1	Carlavirus chloroipomoeae	E	sweet potato chlorotic fleck virus	SPCFV	Uganda	AY461421	NC_006550	Complete genome	ssRNA(+)	plants	NULL	263004	same	Carlavirus chloroipomoeae	202302280	NULL	sweet potato chlorotic fleck virus	NULL
1008917	202402281	9122	1	Carlavirus latensverbenae	E	verbena latent virus	VeLV	NZ	FJ754643	NC_043085	Partial genome	ssRNA(+)	plants	NULL	134374	same	Carlavirus latensverbenae	202302281	NULL	verbena latent virus	NULL
1008918	202405642	9113	1	Carlavirus latensdioscoreae	E	Yam latent virus	YLV	SG1	KJ789130	NC_026248	Complete genome	ssRNA(+)	plants	NULL	1592930	same	Carlavirus latensdioscoreae	202305642	NULL	Yam latent virus	NULL
1008919	202402283	9156	1	Foveavirus mali	E	apple stem pitting virus	ASPV	PA66	D21829	NC_003462	Complete genome	ssRNA(+)	plants	NULL	35350	same	Foveavirus mali	202302283	NULL	apple stem pitting virus	NULL
1008920	202402284	9155	1	Foveavirus latensarmeniacae	E	apricot latent virus	ApLV	A18	HQ339956	NC_014821	Complete genome	ssRNA(+)	plants	NULL	75387	same	Foveavirus latensarmeniacae	202302284	NULL	apricot latent virus	NULL
1008921	202402285	9162	1	Foveavirus unasiaticum	E	Asian prunus virus 1	APV1	tatao5	FJ824737	NC_025388	Complete genome	ssRNA(+)	plants	NULL	351427	same	Foveavirus unasiaticum	202302285	NULL	Asian prunus virus 1	NULL
1008922	202405643	9154	1	Foveavirus duoasiaticum	E	Asian prunus virus 2	APV2	Bungo Q-1256-01	KT893294	NC_028868	Complete genome	ssRNA(+)	plants	NULL	351426	same	Foveavirus duoasiaticum	202305643	NULL	Asian prunus virus 2	NULL
1008923	202413850	9153	1	Foveavirus betavii	E	cherry virus B	ChVB	S3	LC373513	NC_076603	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Foveavirus betavii	202313850	NULL	cherry virus B	NULL
1008924	202415085	9161	1	Foveavirus tetracamelliae	E	camellia ringspot associated virus 4	CRSaV-4	Adolphe Audusson	MT028514	NC_077056	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Foveavirus tetracamelliae	202315085	NULL	camellia ringspot associated virus 4	NULL
1008925	202415086	9152	1	Foveavirus alphavitis	E	grapevine foveavirus A	GFVA	George-1	MN553040	NC_077040	Coding-complete genome	ssRNA(+)	plants	NULL	NULL	same	Foveavirus alphavitis	202315086	NULL	grapevine foveavirus A	NULL
1008926	202413851	9164	1	Foveavirus unirubi	E	Rubus virus 1	RuV1	E23	MN944023	NC_076865	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Foveavirus unirubi	202313851	NULL	Rubus virus 1	NULL
1008927	202402286	9159	1	Foveavirus rupestris	E	grapevine rupestris stem pitting-associated virus	GRSPaV	Meng	AF057136	NC_001948	Complete genome	ssRNA(+)	plants	NULL	196400	same	Foveavirus rupestris	202302286	NULL	grapevine rupestris stem pitting-associated virus	NULL
1008928	202406339	9160	1	Foveavirus tafvitis	E	grapevine virus T	GVT	Cho	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Foveavirus tafvitis	202306339	NULL	grapevine virus T	NULL
1008929	202402287	9158	1	Foveavirus persicae	E	peach chlorotic mottle virus	PCMV	Agua-4N6	EF693898	NC_009892	Complete genome	ssRNA(+)	plants	NULL	471498	same	Foveavirus persicae	202302287	NULL	peach chlorotic mottle virus	NULL
1008930	202402288	9163	1	Foveavirus unicanadense	E	Rubus canadensis virus 1	RcV1	BM-01	JX277553	NC_019025	Complete genome	ssRNA(+)	plants	NULL	1243178	same	Foveavirus unicanadense	202302288	NULL	Rubus canadensis virus 1	NULL
1008931	202402290	9165	1	Robigovirus elaeis	E	african oil palm ringspot virus	AOPRV	Morales	AY072921	NC_012519	Complete genome	ssRNA(+)	plants	NULL	185218	same	Robigovirus elaeis	202302290	NULL	african oil palm ringspot virus	NULL
1008932	202402291	9169	1	Robigovirus viridiavii	E	cherry green ring mottle virus	CGRMV	Zhang	AF017780	NC_001946	Complete genome	ssRNA(+)	plants	NULL	65467	same	Robigovirus viridiavii	202302291	NULL	cherry green ring mottle virus	NULL
1008933	202402292	9166	1	Robigovirus necroavii	E	cherry necrotic rusty mottle virus	CNRMV	Rott	AF237816	NC_002468	Complete genome	ssRNA(+)	plants	NULL	129143	same	Robigovirus necroavii	202302292	NULL	cherry necrotic rusty mottle virus	NULL
1008934	202402293	9167	1	Robigovirus robigomaculae	E	cherry rusty mottle associated virus	CRMAV	95CI192R3	KC218926	NC_020996	Complete genome	ssRNA(+)	plants	NULL	1312929	same	Robigovirus robigomaculae	202302293	NULL	cherry rusty mottle associated virus	NULL
1008935	202402294	9168	1	Robigovirus tortifoliae	E	cherry twisted leaf associated virus	CTLAV	8431	KF958838	NC_024449	Complete genome	ssRNA(+)	plants	NULL	1424279	same	Robigovirus tortifoliae	202302294	NULL	cherry twisted leaf associated virus	NULL
1008936	202402298	9170	1	Sustrivirus sacchari	E	sugarcane striate mosaic-associated virus	SCSMaV	Thompson	AF315308	NC_003870	Complete genome	ssRNA(+)	plants	NULL	167927	same	Sustrivirus sacchari	202302298	NULL	sugarcane striate mosaic-associated virus	NULL
1008937	NULL	7804	1	abolished	E	banana virus X	BVX	Som	AY710267	NC_043086	Partial genome	ssRNA(+)	plants	NULL	307671	abolished	Banana virus X	202302297	2024.022P.Betaflexiviridae_abolishsp.zip	banana virus X	NULL
1008938	202402301	9176	1	Capillovirus mali	E	apple stem grooving virus	ASGV	NULL	D14995	NC_001749	Complete genome	ssRNA(+)	plants	NULL	28347	same	Capillovirus mali	202302301	NULL	apple stem grooving virus	NULL
1008939	202415078	9171	1	Capillovirus alphaeriobotryae	E	loquat virus A	LoVA	Beibei	MK936045	NC_077027	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Capillovirus alphaeriobotryae	202315078	NULL	loquat virus A	NULL
1008940	202413852	9177	1	Capillovirus uniheveae	E	rubber tree virus 1	RTV1	HN/Qionghai	MN047299	NC_076715	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Capillovirus uniheveae	202313852	NULL	rubber tree virus 1	NULL
1008941	202402302	9175	1	Capillovirus alphavii	E	cherry virus A	CVA	Germany	X82547	NC_003689	Complete genome	ssRNA(+)	plants	NULL	42882	same	Capillovirus alphavii	202302302	NULL	cherry virus A	NULL
1008942	202406329	9174	1	Capillovirus alpharibis	E	currant virus A	CuVA	Holandsky cerveny	KT763043	NC_029301	Complete genome	ssRNA(+)	plants	NULL	1770618	same	Capillovirus alpharibis	202306329	NULL	currant virus A	NULL
1008943	202406322	9173	1	Capillovirus alphamume	E	mume virus A	MuVA	PM14	MG783575	NC_040568	Complete genome	ssRNA(+)	plants	NULL	2137858	same	Capillovirus alphamume	202306322	NULL	mume virus A	NULL
1008944	202402304	9181	1	Chordovirus unicarotae	E	carrot Ch virus 1	CCV1	S20	KF533711	NC_025469	Complete genome	ssRNA(+)	plants	NULL	1425363	same	Chordovirus unicarotae	202302304	NULL	carrot Ch virus 1	NULL
1008945	202402305	9179	1	Chordovirus duocarotae	E	carrot Ch virus 2	CCV2	S15	KF533710	NC_025468	Complete genome	ssRNA(+)	plants	NULL	1425362	same	Chordovirus duocarotae	202302305	NULL	carrot Ch virus 2	NULL
1008946	202415087	9180	1	Chordovirus tetraheraclei	E	hogweed virus 4	HV4	NULL	OK032418	NC_077152	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Chordovirus tetraheraclei	202315087	NULL	hogweed virus 4	NULL
1008947	202415088	9182	1	Chordovirus unilactucae	E	lettuce chordovirus 1	LeCV1	JG1	MG208123	NC_040627	Complete genome	ssRNA(+)	plants	NULL	2200955	same	Chordovirus unilactucae	202315088	NULL	lettuce chordovirus 1	NULL
1008948	202402307	9183	1	Citrivirus citri	E	citrus leaf blotch virus	CLBV	SRA-153	AJ318061	NC_003877	Complete genome	ssRNA(+)	plants	NULL	129141	same	Citrivirus citri	202302307	NULL	citrus leaf blotch virus	NULL
1008949	202402309	9185	1	Divavirus alphadiuris	E	diuris virus A	DVA	SW3.3	JX173276	NC_019029	Complete genome	ssRNA(+)	plants	NULL	1247115	same	Divavirus alphadiuris	202302309	NULL	diuris virus A	NULL
1008950	202402310	9187	1	Divavirus betadiuris	E	diuris virus B	DVB	SW3.3	JX173277	NC_019030	Complete genome	ssRNA(+)	plants	NULL	1247116	same	Divavirus betadiuris	202302310	NULL	diuris virus B	NULL
1008951	202402311	9186	1	Divavirus alphahardenbergiae	E	hardenbergia virus A	HVA	57	HQ241409	NC_015395	Complete genome	ssRNA(+)	plants	NULL	1003891	same	Divavirus alphahardenbergiae	202302311	NULL	hardenbergia virus A	NULL
1008952	202406390	9188	1	Prunevirus actinidiae	E	actinidia seed borne latent virus	ASbLV	1227	MF440375	NC_040800	Complete genome	ssRNA(+)	plants	NULL	2560282	same	Prunevirus actinidiae	202306390	NULL	actinidia seed borne latent virus	NULL
1008953	202402313	9189	1	Prunevirus armeniacae	E	apricot vein clearing associated virus	AVCAV	VC	HG008921	NC_023295	Complete genome	ssRNA(+)	plants	NULL	1343920	same	Prunevirus armeniacae	202302313	NULL	apricot vein clearing associated virus	NULL
1008954	202402314	9190	1	Prunevirus caucasicum	E	caucasus prunus virus	CPV	Aze204	KM507061	NC_038325	Complete genome	ssRNA(+)	plants	NULL	1667230	same	Prunevirus caucasicum	202302314	NULL	caucasus prunus virus	NULL
1008955	202413853	9191	1	Prunevirus unicamelliae	E	Camellia ringspot associated virus 1	CRSaV-1	CJ5	MK050792	NC_076655	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Prunevirus unicamelliae	202313853	NULL	Camellia ringspot associated virus 1	NULL
1008956	202407396	9192	1	Ravavirus alpharibis	E	Ribes americanum virus A	RAVA	Oregon	MF166685	NC_040797	Complete genome	ssRNA(+)	plants	NULL	1569057	same	Ravavirus alpharibis	202307396	NULL	Ribes americanum virus A	NULL
1008957	202402316	9196	1	Tepovirus tafsolani	E	potato virus T	PVT	Peru	EU835937	NC_011062	Complete genome	ssRNA(+)	plants	NULL	36403	same	Tepovirus tafsolani	202302316	NULL	potato virus T	NULL
1008958	202402317	9195	1	Tepovirus tafpruni	E	prunus virus T	PrVT	Aze239	KF700263	NC_024686	Complete genome	ssRNA(+)	plants	NULL	1472425	same	Tepovirus tafpruni	202302317	NULL	prunus virus T	NULL
1008959	202413854	9193	1	Tepovirus tafagavis	E	Agave virus T	AgVT	AT	MW323519	NC_076928	Coding-complete genome	ssRNA(+)	plants	NULL	NULL	same	Tepovirus tafagavis	202313854	NULL	Agave virus T	NULL
1008960	202413855	9194	1	Tepovirus tafavii	E	cherry virus T	ChVT	2/15a	MT090966	NC_076873	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Tepovirus tafavii	202313855	NULL	cherry virus T	NULL
1008961	202413856	9197	1	Tepovirus tafzosterae	E	Zostera virus T	ZoVT	Z1	MK514426	NC_076687	Coding-complete genome	ssRNA(+)	plants	NULL	NULL	same	Tepovirus tafzosterae	202313856	NULL	Zostera virus T	NULL
1008962	202402319	9202	1	Trichovirus mali	E	apple chlorotic leaf spot virus	ACLSV	P863	M58152	NC_001409	Complete genome	ssRNA(+)	plants	NULL	12175	same	Trichovirus mali	202302319	NULL	apple chlorotic leaf spot virus	NULL
1008963	202402320	9198	1	Trichovirus armeniacae	E	apricot pseudo-chlorotic leaf spot virus	APCLSV	Sus2	AY713379	NC_006946	Complete genome	ssRNA(+)	plants	NULL	307677	same	Trichovirus armeniacae	202302320	NULL	apricot pseudo-chlorotic leaf spot virus	NULL
1008964	202402321	9201	1	Trichovirus maculavii	E	cherry mottle leaf virus	ChMLV	SA1162-21	AF170028	NC_002500	Complete genome	ssRNA(+)	plants	NULL	131226	same	Trichovirus maculavii	202302321	NULL	cherry mottle leaf virus	NULL
1008965	202402322	9204	1	Trichovirus necroacini	E	grapevine berry inner necrosis virus	GINV	Yoshikawa	D88448	NC_015220	Complete genome	ssRNA(+)	plants	NULL	81877	same	Trichovirus necroacini	202302322	NULL	grapevine berry inner necrosis virus	NULL
1008966	202402323	9207	1	Trichovirus pinovitis	E	grapevine pinot gris virus	GPGV	Italy	FR877530	NC_015782	Complete genome	ssRNA(+)	plants	NULL	1051792	same	Trichovirus pinovitis	202302323	NULL	grapevine pinot gris virus	NULL
1008967	202402324	9205	1	Trichovirus persicae	E	peach mosaic virus	PMoV	2022-01	DQ117579	NC_011552	Complete genome	ssRNA(+)	plants	NULL	183585	same	Trichovirus persicae	202302324	NULL	peach mosaic virus	NULL
1008968	202402325	9206	1	Trichovirus phlomis	E	phlomis mottle virus	PMV	NULL	AM920542	NC_043412	Partial genome	ssRNA(+)	plants	NULL	487095	same	Trichovirus phlomis	202302325	NULL	phlomis mottle virus	NULL
1008969	202413857	9200	1	Trichovirus latensavii	E	cherry latent virus 1	CLV-1	Mskhvil Nakota	MK770441	NC_076710	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Trichovirus latensavii	202313857	NULL	cherry latent virus 1	NULL
1008970	202413859	9199	1	Trichovirus chloropersicae	E	peach chlorotic leaf spot virus	PCLSV	RP19-1	MH084695	NC_076631	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Trichovirus chloropersicae	202313859	NULL	peach chlorotic leaf spot virus	NULL
1008971	202413858	9203	1	Trichovirus mipersicae	E	peach virus M	PeVM	trichomex_2	MK012336	NC_076653	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Trichovirus mipersicae	202313858	NULL	peach virus M	NULL
1008972	202402327	9208	1	Vitivirus alphactinidiae	E	actinidia virus A	AVA	TP7-93A	JN427014	NC_043087	Partial genome	ssRNA(+)	plants	NULL	1112769	same	Vitivirus alphactinidiae	202302327	NULL	actinidia virus A	NULL
1008973	202402328	9212	1	Vitivirus betactinidiae	E	actinidia virus B	AVB	TP7-93B	JN427015	NC_016404	Complete genome	ssRNA(+)	plants	NULL	1112770	same	Vitivirus betactinidiae	202302328	NULL	actinidia virus B	NULL
1008974	202405644	9226	1	Vitivirus viarracaciae	E	Arracacha virus V	AVV	CNHP	KY392781	NC_034264	Complete genome	ssRNA(+)	plants	NULL	1972716	same	Vitivirus viarracaciae	202305644	NULL	Arracacha virus V	NULL
1008975	202406439	9209	1	Vitivirus alpharubi	E	blackberry virus A	BVA	Arkansas	MG254193	NC_040630	Complete genome	ssRNA(+)	plants	NULL	2185086	same	Vitivirus alpharubi	202306439	NULL	blackberry virus A	NULL
1008976	202402329	9210	1	Vitivirus alphavitis	E	grapevine virus A	GVA	Is 151	X75433	NC_003604	Complete genome	ssRNA(+)	plants	NULL	35288	same	Vitivirus alphavitis	202302329	NULL	grapevine virus A	NULL
1008977	202402330	9213	1	Vitivirus betavitis	E	grapevine virus B	GVB	Saldarelli	X75448	NC_003602	Complete genome	ssRNA(+)	plants	NULL	35289	same	Vitivirus betavitis	202302330	NULL	grapevine virus B	NULL
1008978	202402331	9214	1	Vitivirus deltavitis	E	grapevine virus D	GVD	Dolc	JQ031715	NC_038326	Partial genome	ssRNA(+)	plants	NULL	51617	same	Vitivirus deltavitis	202302331	NULL	grapevine virus D	NULL
1008979	202402332	9216	1	Vitivirus epsilonvitis	E	grapevine virus E	GVE	TvAQ7	AB432910	NC_011106	Complete genome	ssRNA(+)	plants	NULL	516956	same	Vitivirus epsilonvitis	202302332	NULL	grapevine virus E	NULL
1008980	202402333	9224	1	Vitivirus phivitis	E	grapevine virus F	GVF	AUD46129	JX105428	NC_018458	Complete genome	ssRNA(+)	plants	NULL	1221437	same	Vitivirus phivitis	202302333	NULL	grapevine virus F	NULL
1008981	202406476	9218	1	Vitivirus gammavitis	E	grapevine virus G	GVG	VID561	MF405923	NC_040616	Complete genome	ssRNA(+)	plants	NULL	2022475	same	Vitivirus gammavitis	202306476	NULL	grapevine virus G	NULL
1008982	202406481	9217	1	Vitivirus etavitis	E	grapevine virus H	GVH	TT2016-3	MF521889	NC_040545	Complete genome	ssRNA(+)	plants	NULL	2045345	same	Vitivirus etavitis	202306481	NULL	grapevine virus H	NULL
1008983	202406487	9219	1	Vitivirus iotavitis	E	grapevine virus I	GVI	VID499	MF927925	NC_037058	Complete genome	ssRNA(+)	plants	NULL	2052157	same	Vitivirus iotavitis	202306487	NULL	grapevine virus I	NULL
1008984	202406493	9220	1	Vitivirus jeivitis	E	grapevine virus J	GVJ	KS	MG637048	NC_040564	Complete genome	ssRNA(+)	plants	NULL	2093496	same	Vitivirus jeivitis	202306493	NULL	grapevine virus J	NULL
1008985	202402334	9222	1	Vitivirus latensheraclei	E	heracleum latent virus	HLV	Scottish (Murant)	X79270	NC_039087	Partial genome	ssRNA(+)	plants	NULL	48876	same	Vitivirus latensheraclei	202302334	NULL	heracleum latent virus	NULL
1008986	202402335	9215	1	Vitivirus duomenthae	E	mint virus 2	MV2	NCGR MEN 454.004	AY913795	NC_043088	Partial genome	ssRNA(+)	plants	NULL	312998	same	Vitivirus duomenthae	202302335	NULL	mint virus 2	NULL
1008987	202413860	9225	1	Vitivirus vaccinii	E	blueberry green mosaic associated virus	BGMaV	NJ1	MK460433	NC_076683	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Vitivirus vaccinii	202313860	NULL	blueberry green mosaic associated virus	NULL
1008988	202413861	9221	1	Vitivirus lambdavitis	E	grapevine virus L	GVL	TX-WAT20	MT269788	NC_076884	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Vitivirus lambdavitis	202313861	NULL	grapevine virus L	NULL
1008989	202406419	9227	1	Wamavirus alphacitrulli	E	watermelon virus A	WMA	KF15	KY363796	NC_034377	Complete genome	ssRNA(+)	plants	NULL	1978413	same	Wamavirus alphacitrulli	202306419	NULL	watermelon virus A	NULL
1008990	202405645	9228	1	Deltaflexivirus fusarii	E	Fusarium graminearum deltaflexivirus 1	FgDFV1	BJ59	KX015962	NC_030654	Complete genome	ssRNA(+)	fungi	NULL	1872710	same	Deltaflexivirus fusarii	202305645	NULL	Fusarium graminearum deltaflexivirus 1	NULL
1008991	202405646	9231	1	Deltaflexivirus sclerotiniae	E	Sclerotinia sclerotiorum deltaflexivirus 1	SsDFV1	AX19	KT581451	NC_038977	Coding-complete genome	ssRNA(+)	fungi	NULL	1788309	same	Deltaflexivirus sclerotiniae	202305646	NULL	Sclerotinia sclerotiorum deltaflexivirus 1	NULL
1008992	202405647	9229	1	Deltaflexivirus glycinis	E	soybean leaf-associated mycoflexivirus 1	SaNSRV1	1	KT598226	NC_038979	Partial genome	ssRNA(+)	fungi	NULL	1719047	same	Deltaflexivirus glycinis	202305647	NULL	soybean leaf-associated mycoflexivirus 1	NULL
1008993	202412524	9232	1	Gammaflexivirus unientoleucae	E	Entoleuca gammaflexivirus 1	EntGFV-1	E97-14	MF375883	NC_076615	Complete genome	ssRNA(+)	fungi	NULL	NULL	same	Gammaflexivirus unientoleucae	202312524	NULL	Entoleuca gammaflexivirus 1	NULL
1008994	202412525	9233	1	Gammaflexivirus unipistaciae	E	Pistacia-associated flexivirus 1	PaGFV-1	E97-14	MF375884	NC_076616	Complete genome	ssRNA(+)	fungi	NULL	NULL	same	Gammaflexivirus unipistaciae	202312525	NULL	Pistacia-associated flexivirus 1	NULL
1008995	202402340	9234	1	Mycoflexivirus phibotrytidis	E	Botrytis virus F	BotVF	Howitt	AF238884	NC_002604	Complete genome	ssRNA(+)	fungi	NULL	129395	same	Mycoflexivirus phibotrytidis	202302340	NULL	Botrytis virus F	NULL
1008996	202412527	9235	1	Xylavirus duoentoleucae	E	Entoleuca gammaflexivirus 2	EntFFV-2	Pisle	MK605686	NC_076696	Complete genome	ssRNA(+)	fungi	NULL	NULL	same	Xylavirus duoentoleucae	202312527	NULL	Entoleuca gammaflexivirus 2	NULL
1008997	202402344	9236	1	Maculavirus vitis	E	grapevine fleck virus	GFkV	MT48	AJ309022	NC_003347	Complete genome	ssRNA(+)	plants	NULL	103722	same	Maculavirus vitis	202302344	NULL	grapevine fleck virus	NULL
1008998	202405650	9237	1	Marafivirus asteroides	E	grapevine asteroid mosaic associated virus	GAMaV	GV30	KX354202	NC_031692	Complete genome	ssRNA(+)	plants	NULL	2169998	same	Marafivirus asteroides	202305650	NULL	grapevine asteroid mosaic associated virus	NULL
1008999	202402352	9238	1	Marafivirus avenae	E	oat blue dwarf virus	OBDV	Edwards	U87832	NC_001793	Complete genome	ssRNA(+)	plants	NULL	56879	same	Marafivirus avenae	202302352	NULL	oat blue dwarf virus	NULL
1009000	202402348	9239	1	Marafivirus citri	E	citrus sudden death-associated virus	CSDaV	Costa Rica	AY884005	NC_006950	Complete genome	ssRNA(+)	plants	NULL	312008	same	Marafivirus citri	202302348	NULL	citrus sudden death-associated virus	NULL
1009001	202402346	9240	1	Marafivirus cynodonis	E	Bermuda grass etched-line virus	BELV	Maccheroni	AY040531	NC_038327	Partial genome	ssRNA(+)	plants	NULL	167478	same	Marafivirus cynodonis	202302346	NULL	Bermuda grass etched-line virus	NULL
1009002	202402350	9241	1	Marafivirus maydis	E	maize rayado fino virus	MRFV	Costa Rican	AF265566	NC_002786	Complete genome	ssRNA(+)	plants	NULL	59749	same	Marafivirus maydis	202302350	NULL	maize rayado fino virus	NULL
1009003	202409793	9242	1	Marafivirus medicagonis	E	alfalfa virus F	AVF	SM-1_C50	MG676465	NC_040565	Complete genome	ssRNA(+)	plants	NULL	2170538	same	Marafivirus medicagonis	202309793	NULL	alfalfa virus F	NULL
1009004	202402351	9243	1	Marafivirus nucipersicae	E	nectarine marafivirus M	NeVM	NULL	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Marafivirus nucipersicae	202302351	NULL	nectarine marafivirus M	NULL
1009005	202402353	9244	1	Marafivirus oleae	E	olive latent virus 3	OLV3	CN1/1	FJ444852	NC_013920	Complete genome	ssRNA(+)	plants	NULL	626962	same	Marafivirus oleae	202302353	NULL	olive latent virus 3	NULL
1009006	202405651	9245	1	Marafivirus pruni	E	peach virus D	PeVD	SK	KY084481	NC_033828	Complete genome	ssRNA(+)	plants	NULL	1955730	same	Marafivirus pruni	202305651	NULL	peach virus D	NULL
1009007	202402347	9246	1	Marafivirus rubi	E	blackberry virus S	BVS	GSM-8	FJ915122	NC_038328	Coding-complete genome	ssRNA(+)	plants	NULL	670883	same	Marafivirus rubi	202302347	NULL	blackberry virus S	NULL
1009008	202415115	9247	1	Marafivirus sorghi	E	Sorghum almum marafivirus	SoAMV	SA-FL1	MN714643	NC_077048	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Marafivirus sorghi	202315115	NULL	Sorghum almum marafivirus	NULL
1009009	202402349	9248	1	Marafivirus syrahense	E	grapevine Syrah virus 1	GSV1	Al Rwahnih	FJ436028	NC_012484	Complete genome	ssRNA(+)	plants	NULL	630199	same	Marafivirus syrahense	202302349	NULL	grapevine Syrah virus 1	NULL
1009010	202402371	9249	1	Tymovirus abelmoschi	E	okra mosaic virus	OkMV	PV-0264	EF554577	NC_009532	Complete genome	ssRNA(+)	plants	NULL	70822	same	Tymovirus abelmoschi	202302371	NULL	okra mosaic virus	NULL
1009011	202402355	9250	1	Tymovirus anagyris	E	Anagyris vein yellowing virus	AVYV	Koenig	AY751780	NC_011559	Complete genome	ssRNA(+)	plants	NULL	312275	same	Tymovirus anagyris	202302355	NULL	Anagyris vein yellowing virus	NULL
1009012	202402374	9251	1	Tymovirus arachidis	E	peanut yellow mosaic virus	PeYMV	NULL	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Tymovirus arachidis	202302374	NULL	peanut yellow mosaic virus	NULL
1009013	202402358	9252	1	Tymovirus belladonnae	E	Belladonna mottle virus	BeMV	European	X54529	NC_038866	Partial genome	ssRNA(+)	plants	NULL	12149	same	Tymovirus belladonnae	202302358	NULL	Belladonna mottle virus	NULL
1009014	202402380	9253	1	Tymovirus brassicae	E	turnip yellow mosaic virus	TYMV	Morch	X07441	NC_004063	Complete genome	ssRNA(+)	plants	NULL	12154	same	Tymovirus brassicae	202302380	NULL	turnip yellow mosaic virus	NULL
1009015	202402360	9254	1	Tymovirus calopogonii	E	Calopogonium yellow vein virus	CalYVV	NULL	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Tymovirus calopogonii	202302360	NULL	Calopogonium yellow vein virus	NULL
1009016	202402361	9255	1	Tymovirus chayotis	E	Chayote mosaic virus	ChaMV	NULL	AF195000	NC_002588	Complete genome	ssRNA(+)	plants	NULL	71030	same	Tymovirus chayotis	202302361	NULL	Chayote mosaic virus	NULL
1009017	202402362	9256	1	Tymovirus chiltepini	E	Chiltepin yellow mosaic virus	CYMV	43605	FN563123	NC_014127	Complete genome	ssRNA(+)	plants	NULL	688701	same	Tymovirus chiltepini	202302362	NULL	Chiltepin yellow mosaic virus	NULL
1009018	202402363	9257	1	Tymovirus clitoriae	E	Clitoria yellow vein virus	CYVV	Mackenzie	AF035200	NC_038329	Partial genome	ssRNA(+)	plants	NULL	12157	same	Tymovirus clitoriae	202302363	NULL	Clitoria yellow vein virus	NULL
1009019	202402382	9258	1	Tymovirus cucumis	E	wild cucumber mosaic virus	WCMV	NULL	AF035633	NC_043091	Partial genome	ssRNA(+)	plants	NULL	70824	same	Tymovirus cucumis	202302382	NULL	wild cucumber mosaic virus	NULL
1009020	202402364	9259	1	Tymovirus desmodii	E	Desmodium yellow mottle virus	DYMoV	Keese	AF035201	NC_038330	Partial genome	ssRNA(+)	plants	NULL	70821	same	Tymovirus desmodii	202302364	NULL	Desmodium yellow mottle virus	NULL
