subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	6	Create new	species	Chrocavirus borealpolarense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	9	Create new	species	Tarocvirus incogniti	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	21	Create new	species	Bopoprovirus borealpolarense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:pen[d]ing (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	6	Create new	species	Chrocavirus borealpolarense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	9	Create new	species	Tarocvirus incogniti	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	21	Create new	species	Bopoprovirus borealpolarense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:pen[""]ing (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarName:Tara Oceans positive-sense RNA virus [2] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarName:Tara Oceans cryptic RNA virus [2] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarName:Tara Oceans cryptic RNA virus [3] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarName:Tara Oceans positive-sense RNA virus [3] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:Tara Oceans positive-sense RNA virus [""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:Tara Oceans cryptic RNA virus [""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:Tara Oceans cryptic RNA virus [""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:Tara Oceans positive-sense RNA virus [""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"Abbrev:TOpsRV-[2] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"Abbrev:TOcRV-[2] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"Abbrev:TOcRV-[3] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"Abbrev:TOpsRV-[3] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"Abbrev:TOpsRV-[""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"Abbrev:TOcRV-[""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"Abbrev:TOcRV-[""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"Abbrev:TOpsRV-[""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	6	Create new	species	Chrocavirus borealpolarense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:168DCM1KKQQ1[3]_[2]_k119_1401154 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	9	Create new	species	Tarocvirus incogniti	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:TARA_1[32]_DCM_0.[22]-[3]_k119_[33]585 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:[3]8SUR1GGMM14_[2]_ERR1711968_contig_76897 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:10[2]SUR1SSUU14_1_ERR1719[3]1[2]_k119_70[23]6 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:1[3]9SUR1MMQQ14_1_ERR1719[2]8[2]_contig_[32]47[2]6 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:111DCM1SSUU14_[2]_ERR1719187_contig_[232]96[3] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	21	Create new	species	Bopoprovirus borealpolarense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:168DCM1SSUU1[3]_[2]_k119_4[32]591 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:TARA_085_SRF_0.[22]-[3]_k119_[332]4[3]5 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:TARA_078_DCM_0.[22]-[3]_k119_4[3]5075 (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	6	Create new	species	Chrocavirus borealpolarense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:168DCM1KKQQ1[""]_[""]_k119_1401154 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	9	Create new	species	Tarocvirus incogniti	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:TARA_1[""]_DCM_0.[""]-[""]_k119_[""]585 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:[""]8SUR1GGMM14_[""]_ERR1711968_contig_76897 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:10[""]SUR1SSUU14_1_ERR1719[""]1[""]_k119_70[""]6 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	17	Create new	species	Yphavirus pnecense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:1[""]9SUR1MMQQ14_1_ERR1719[""]8[""]_contig_[""]47[""]6 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:111DCM1SSUU14_[""]_ERR1719187_contig_[""]96[""] (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	21	Create new	species	Bopoprovirus borealpolarense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:168DCM1SSUU1[""]_[""]_k119_4[""]591 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:TARA_085_SRF_0.[""]-[""]_k119_[""]4[""]5 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:TARA_078_DCM_0.[""]-[""]_k119_4[""]5075 (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	4	Create new	phylum	Arctiviricota	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of [“]Arctic Ocean viruses[”] an[d] the suffix for phyla, [“]-viricota[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	5	Create new	genus	Chrocavirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of ""CHROMO"" (TOnsRV-1 enco[d]es a CHROMO [d]omain) an[d] ""Oceans"" (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	7	Create new	phylum	Paraxenoviricota	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:From the Greek [“]παράξενος [paráxenos][”], meaning [“]strange[”] an[d] the suffix for phyla, [“]-viricota[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	10	Create new	phylum	Pomiviricota	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of [“]pow[d]ery mil[d]ew viruses[”] an[d] the suffix for phyla, [“]-viricota[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	11	Create new	genus	Powmivirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of [“]pow[d]ery mil[d]ew viruses[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	12	Create new	species	Powmivirus monsense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:After the abbreviation for In[d]ian Monsoon Gyres Province, MONS (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	13	Create new	phylum	Taraviricota	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:After the Sanskrit wor[d] [“]तारा [Tārā][”], meaning (i) [“]a female [d]eity (a female Bu[dd]ha)"" that can take many forms (since the R[d]Rp of [“]taraviricots[”] resembles both R[d]Rps an[d] RTs as seen in Zaye[d] et al. ([2]0[22]), (ii) ""star"" or ""planet"", which fits the high abun[d]ance of [“]taraviricots[”] in the ocean (Zaye[d] et al., [2]0[22]) an[d] terrestrial systems (Obbar[d] et al., [2]0[2]0), an[d] (iii) [“]the [d]eity who helps men cross to the other shore[”], which fits the wi[d]e [d]istribution of [“]taraviricots[”] throughout the Global Ocean; an[d] the suffix for phyla, [“]-viricota[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	14	Create new	genus	Pholidavirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of ""phospholipase D alpha"", which TOcRV-1 enco[d]es (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	16	Create new	genus	Yphavirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of ""YpfH [d]omain"", which TOcRV-[2] enco[d]es (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	18	Create new	genus	Sopasuvirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of ""South Pacific Subtropical Gyre Province, North an[d] South"" (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	19	Create new	species	Sopasuvirus pacificense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:After ""South Pacific Subtropical Gyre Province, North an[d] South"" (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	22	Create new	genus	Milderyvirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:A portmanteau of [“]pow[d]ery mil[d]ew viruses[”] (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	14	Create new	genus	Pholidavirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:Pholi[d]avirus (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:Pholi[d]avirus peo[d]ense (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	22	Create new	genus	Milderyvirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:Mil[d]eryvirus (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:Mil[d]eryvirus antaense (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	14	Create new	genus	Pholidavirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:Pholi[""]avirus (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:Pholi[""]avirus peo[""]ense (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	22	Create new	genus	Milderyvirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:Mil[""]eryvirus (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:Mil[""]eryvirus antaense (replacing with '')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	14	Create new	genus	Pholidavirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:Riboviriria;Orthornavirae;Taraviricota;Pholi[d]avirus (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	15	Create new	species	Pholidavirus peodense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:Riboviriria;Orthornavirae;Taraviricota;Pholi[d]avirus;Pholi[d]avirus peo[d]ense (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	22	Create new	genus	Milderyvirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:Riboviriria;Orthornavirae;Pomiviricota;Mil[d]eryvirus (replacing with '""')"	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Milderyvirus antaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:Riboviriria;Orthornavirae;Pomiviricota;Mil[d]eryvirus;Mil[d]eryvirus antaense (replacing with '""')"	NA
