subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	11	Create new	species	Yangvirus tuck	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus tuck'	NA	19
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	12	Create new	species	Yangvirus berrie	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:9 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Yangvirus	NA	20
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	12	Create new	species	Yangvirus berrie	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus berrie'	NA	20
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	13	Create new	species	Yangvirus ascela	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:9 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Yangvirus	NA	21
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	13	Create new	species	Yangvirus ascela	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus ascela'	NA	21
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	14	Create new	species	Yangvirus cassia	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:9 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Yangvirus	NA	22
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	14	Create new	species	Yangvirus cassia	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus cassia'	NA	22
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	15	Create new	species	Yangvirus tfortroy	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:9 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Yangvirus	NA	23
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	15	Create new	species	Yangvirus tfortroy	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus tfortroy'	NA	23
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	16	Create new	species	Yangvirus nitro	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:9 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Yangvirus	NA	24
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	16	Create new	species	Yangvirus nitro	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Yangvirus;Yangvirus nitro'	NA	24
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	17	Move	genus	Manhattanvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Manhattanvirus' to genus named 'Manhattanvirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Manhattanvirus	NA	15
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	18	Create new	species	Manhattanvirus vresidence	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:17 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Manhattanvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Manhattanvirus	NA	25
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	18	Create new	species	Manhattanvirus vresidence	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Manhattanvirus;Manhattanvirus vresidence'	NA	25
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	19	Create new	species	Manhattanvirus wildwest	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:17 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Manhattanvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Manhattanvirus	NA	26
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	19	Create new	species	Manhattanvirus wildwest	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Manhattanvirus;Manhattanvirus wildwest'	NA	26
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	20	Move	genus	Liebevirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Liebevirus' to genus named 'Liebevirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Liebevirus	NA	16
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	20	rename_genus	species	Arthrobacter virus Liebe	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: Liebevirus	NA	16
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	21	Create new	species	Liebevirus maguco	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.zip:20 did a move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Liebevirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;[Casidaviridae//Azeevirinae];Liebevirus	NA	27
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	21	Create new	species	Liebevirus maguco	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Azeevirinae;Liebevirus;Liebevirus maguco'	NA	27
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	22	Create new	genus	Gardenstatevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Gardenstatevirus'	NA	3
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	23	Create new	species	Gardenstatevirus gardenstate	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Gardenstatevirus;Gardenstatevirus gardenstate'	NA	28
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	24	Create new	species	Gardenstatevirus iamgroot	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Gardenstatevirus;Gardenstatevirus iamgroot'	NA	29
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	25	Create new	genus	Percivalvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Percivalvirus'	NA	4
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	26	Create new	species	Percivalvirus percival	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Percivalvirus;Percivalvirus percival'	NA	30
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	27	Create new	species	Percivalvirus floof	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Percivalvirus;Percivalvirus floof'	NA	31
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	28	Create new	genus	Mabodamacavirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Mabodamacavirus'	NA	5
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	29	Create new	species	Mabodamacavirus mabodamaca	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Mabodamacavirus;Mabodamacavirus mabodamaca'	NA	32
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	30	Create new	genus	Barnstormervirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Barnstormervirus'	NA	6
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	31	Create new	species	Barnstormervirus barnstormer	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Barnstormervirus;Barnstormervirus barnstormer'	NA	33
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	32	Create new	species	Barnstormervirus caron	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Barnstormervirus;Barnstormervirus caron'	NA	34
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	33	Create new	genus	Honkvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Honkvirus'	NA	7
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	34	Create new	species	Honkvirus honk	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Honkvirus;Honkvirus honk'	NA	35
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	35	Create new	genus	Cenunavirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Cenunavirus'	NA	8
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	36	Create new	species	Cenunavirus Cen1621	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Cenunavirus;Cenunavirus Cen1621'	NA	36
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	37	Create new	genus	Emotionvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Emotionvirus'	NA	9
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	38	Create new	species	Emotionvirus emotion	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Emotionvirus;Emotionvirus emotion'	NA	37
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	39	Create new	genus	Hilgardvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Hilgardvirus'	NA	10
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	40	Create new	species	Hilgardvirus vroomvroom	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Hilgardvirus;Hilgardvirus vroomvroom'	NA	38
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	41	Create new	genus	Swepdovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Swepdovirus'	NA	11
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	42	Create new	species	Swepdovirus SWEP2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casidaviridae;Swepdovirus;Swepdovirus SWEP2'	NA	39
Bacterial viruses (B) proposals	2024.005B	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.docx	2024.005B.Uc.v2.Casidaviridae_1nf_9ng_23ns.xlsx	43	Abolish	subfamily	Azeevirinae	SUCCESS	ABOLISH.OK	Change=ABOLISH, applied successfully	ABOLISH subfamily named Azeevirinae	NA	1
