subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	11	Rename	species	Pomona bat hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Pomona bat hepatitis B virus//Orthohepadnavirus pomi], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Pomona bat hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Pomona bat hepatitis B virus	NA	16
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	11	Rename	species	Pomona bat hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Pomona bat hepatitis B virus' to 'Orthohepadnavirus pomi' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	16
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	12	Create new	species	Orthohepadnavirus magniferrequini	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus magniferrequini'	NA	1
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	13	Create new	species	Orthohepadnavirus myominrhinus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus myominrhinus'	NA	2
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	14	Create new	species	Orthohepadnavirus magnimyotis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus magnimyotis'	NA	3
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	15	Rename	species	Tai Forest hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Tai Forest hepatitis B virus//Orthohepadnavirus philantombae], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Tai Forest hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Tai Forest hepatitis B virus	NA	17
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	15	Rename	species	Tai Forest hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tai Forest hepatitis B virus' to 'Orthohepadnavirus philantombae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	17
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	16	Rename	species	Domestic cat hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Domestic cat hepatitis B virus//Orthohepadnavirus felisdomestici], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Domestic cat hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Domestic cat hepatitis B virus	NA	18
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	16	Rename	species	Domestic cat hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Domestic cat hepatitis B virus' to 'Orthohepadnavirus felisdomestici' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	18
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	17	Rename	species	Woodchuck hepatitis virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Woodchuck hepatitis virus//Orthohepadnavirus marmotae], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Woodchuck hepatitis virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Woodchuck hepatitis virus	NA	19
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	17	Rename	species	Woodchuck hepatitis virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Woodchuck hepatitis virus' to 'Orthohepadnavirus marmotae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	19
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	18	Rename	species	Ground squirrel hepatitis virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Ground squirrel hepatitis virus//Orthohepadnavirus sciuri], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Ground squirrel hepatitis virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Ground squirrel hepatitis virus	NA	20
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	18	Rename	species	Ground squirrel hepatitis virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Ground squirrel hepatitis virus' to 'Orthohepadnavirus sciuri' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	20
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	19	Rename	species	Chinese shrew hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Orthohepadnavirus;[Chinese shrew hepatitis B virus//Orthohepadnavirus soricisinensis], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Orthohepadnavirus;Chinese shrew hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Chinese shrew hepatitis B virus	NA	21
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	19	Rename	species	Chinese shrew hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Chinese shrew hepatitis B virus' to 'Orthohepadnavirus soricisinensis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus'	NA	21
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	20	Create new	species	Orthohepadnavirus soricicoronati	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus soricicoronati'	NA	4
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	21	Create new	species	Orthohepadnavirus soriciodoris	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus soriciodoris'	NA	5
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	22	Create new	species	Orthohepadnavirus bassarisci	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus bassarisci'	NA	6
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	23	Create new	species	Orthohepadnavirus equidae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Orthohepadnavirus equidae'	NA	7
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	24	Rename	species	duck hepatitis B virus	ERROR	RENAME.NO_EXIST	taxon=duck hepatitis B virus, lineage=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus;duck hepatitis B virus, proposedTaxon=Avihepadnavirus anatigruidae	Change=RENAME, but taxon does not exist	NA	22
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	25	Rename	species	Heron hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Avihepadnavirus;[Heron hepatitis B virus//Avihepadnavirus ciconiardeae], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Avihepadnavirus;Heron hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus;Heron hepatitis B virus	NA	23
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	25	Rename	species	Heron hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Heron hepatitis B virus' to 'Avihepadnavirus ciconiardeae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus'	NA	23
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	26	Rename	species	Parrot hepatitis B virus 1	ERROR	RENAME.NO_EXIST	taxon=Parrot hepatitis B virus 1, lineage=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus;Parrot hepatitis B virus 1, proposedTaxon=Avihepadnavirus psittaunius	Change=RENAME, but taxon does not exist	NA	24
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	27	Create new	species	Avihepadnavirus psittaduorum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus;Avihepadnavirus psittaduorum'	NA	8
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	28	Create new	species	Avihepadnavirus bonicursoris	INFO	XLSX.NON_PRINTABLE_REMOVED	XLSX has unprintable/non-ASCII removed	"comments : A portmanteau of Latin ""bonum cursor"" translation of Greek host genus name ""Eudromia"" [[εὐδρομία]] = ""good runner"" "	NA	0
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	28	Create new	species	Avihepadnavirus bonicursoris	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus;Avihepadnavirus bonicursoris'	NA	9
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	29	Rename	species	Tibetan frog hepatitis B virus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	MSL//PROPOSED=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales[ //];Hepadnaviridae;Herpetohepadnavirus;[Tibetan frog hepatitis B virus//Herpetohepadnavirus nanoranae], PROPOSAL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales ;Hepadnaviridae;Herpetohepadnavirus;Tibetan frog hepatitis B virus; MSL=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Herpetohepadnavirus;Tibetan frog hepatitis B virus	NA	25
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	29	Rename	species	Tibetan frog hepatitis B virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tibetan frog hepatitis B virus' to 'Herpetohepadnavirus nanoranae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Herpetohepadnavirus'	NA	25
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	30	Rename	species	bluegill hepatitis B virus	ERROR	RENAME.NO_EXIST	taxon=bluegill hepatitis B virus, lineage=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Metahepadnavirus;bluegill hepatitis B virus, proposedTaxon=Metahepadnavirus lepomi	Change=RENAME, but taxon does not exist	NA	26
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	31	Rename	species	white sucker hepatitis B virus	INFO	XLSX.NON_PRINTABLE_REMOVED	XLSX has unprintable/non-ASCII removed	"comments : A portmanteau of latinized host genus ""Catastomus"" from Greek ""kato"" ([κάτω]) = ""downward (lat. deorsum)"" and ""stoma"" ([Στόμα]) = ""mouth (lat. os)"" "	NA	0
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	MISSING	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx	31	Rename	species	white sucker hepatitis B virus	ERROR	RENAME.NO_EXIST	taxon=white sucker hepatitis B virus, lineage=Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Parahepadnavirus;white sucker hepatitis B virus, proposedTaxon=Parahepadnavirus osdeorsi	Change=RENAME, but taxon does not exist	NA	27
