subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus betananas	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus dioscoreae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus fritillariae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus citri	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus aciphyllae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus fragariae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus lactucae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	11	rename_genus	species	Sadwavirus rubi	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: SadwavirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	Move	genus	Cheravirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Cheravirus' to genus named 'CheravirusBadBinomial' change=Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;[Secoviridae//Polycipiviridae];[Cheravirus//CheravirusBadBinomial]	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	rename_genus	species	Cheravirus arracaciae	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: CheravirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	rename_genus	species	Cheravirus avii	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: CheravirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	rename_genus	species	Cheravirus mali	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: CheravirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	rename_genus	species	Cheravirus pruni	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: CheravirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	12	rename_genus	species	Cheravirus ribis	ERROR	RENAME_GENUS.SPECIES_BINOMIAL_MISMATCH	Change=RENAME_GENUS, but species name does not start with 'genus[space]' per binomial naming convention	new genus name: CheravirusBadBinomial	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	NA	NA	genus	Rhizidiovirus	ERROR	PROPOSAL.EMPTY_TAXA	Proposal created empty (non-species) taxa	the genus 'Rhizidiovirus' is empty - it does not contain any lower rank taxons	NA
