subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NotBinomial Rhizi[""]iomyces virus xls (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus;NewRhizi[d]iomyces virus xls (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus;NotBinomial Rhizi[d]iomyces virus xls (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus;NewRhizi[""]iomyces virus xls (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus;NotBinomial Rhizi[""]iomyces virus xls (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhizidiomyces virus xls	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NotBinomial Rhizi[d]iomyces virus xls (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	"Rhizi""iomyces virus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	"NewRhizi""iovirus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	"NewSubRhizi""iovirus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	"NotBinomial Rhizi""iomyces virus xls"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NotBinomial Rhizi[""]iomyces virus xls (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	6	Create new	genus	NewRhiziiovirus	SUCCESS	CREATE.OK	Change=CREATE, applied successfully	Create genus of 'NewRhiziiovirus'	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	7	Create new	subgenus	NewSubRhiziiovirus	SUCCESS	CREATE.OK	Change=CREATE, applied successfully	Create subgenus of 'NewRhiziiovirus;NewSubRhiziiovirus'	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	5	Move	species	Rhiziiomyces virus	ERROR	MOVE.NO_EXIST	Change=MOVE, but taxon does not exist	taxon=Rhiziiomyces virus, lineage=Rhiziiovirus;Rhiziiomyces virus, proposedTaxon=NewRhiziiomyces virus xls	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhiziiomyces virus xls	WARNING	CREATE.SPECIES_BINOMIAL_MISMATCH	Change=CREATE, but proposed species names does not start with 'genus[space]' per binomial naming convention	parent genus name =NewRhiziiovirus	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhiziiomyces virus xls	WARNING	CREATE.SPECIES_NO_HOST_SOURCE	Change=CREATE, but proposed species must have a host/source value	parent genus name =NewRhiziiovirus	NA
Archaeal viruses (A) proposals	2023.003A	MISSING	2023.003A.N.v1.test_xls.xls	8	Create new	species	NotBinomial Rhiziiomyces virus xls	SUCCESS	CREATE.OK	Change=CREATE, applied successfully	Create species of 'NewRhiziiovirus;NewSubRhiziiovirus;NotBinomial Rhiziiomyces virus xls'	NA
