msl_release_num	level_id	name	molecule_id	abbrev_csv	genbank_accession_csv	genbank_refseq_accession_csv	refseq_accession_csv	isolate_csv	notes	in_change	in_target	in_filename	in_notes	out_change	out_target	out_filename	out_notes	host_source	exemplar_name	genome_coverage	notes 
39	600	Icerudivirus SIRV1	NA	SIRV1	AJ414696	NA	NA	Sulfolobus islandicus rod-shaped virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Icerudivirus SIRV2	NA	SIRV2	AJ344259	NA	NA	Sulfolobus islandicus rod-shaped virus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Icerudivirus SIRV3	NA	SIRV3	KX712143	NA	NA	Sulfolobus islandicus rod-shaped virus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Itarudivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Itarudivirus ARV1	NA	ARV1	AJ875026	NA	NA	Acidianus rod-shaped virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Japarudivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Japarudivirus SBRV1	NA	SBRV1	MK064565	NA	NA	Sulfolobales Beppu rod-shaped virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Mexirudivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mexirudivirus SMRV1	NA	SMRV1	JX944686	NA	NA	Sulfolobales Mexican rod-shaped virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Usarudivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV4	NA	SIRV4	KY744231	NA	NA	Sulfolobus islandicus rod-shaped virus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV5	NA	SIRV5	KY744233	NA	NA	Sulfolobus islandicus rod-shaped virus 5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV8	NA	SIRV8	KY744229	NA	NA	Sulfolobus islandicus rod-shaped virus 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV9	NA	SIRV9	KY744228	NA	NA	Sulfolobus islandicus rod-shaped virus 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV10	NA	SIRV10	KY744230	NA	NA	Sulfolobus islandicus rod-shaped virus 10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Usarudivirus SIRV11	NA	SIRV11	KY744234	NA	NA	Sulfolobus islandicus rod-shaped virus 11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Ungulaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Captovirus	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Captovirus AFV1	1	NA	AJ567472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	200	Maximonvirales	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Ahmunviridae	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Yumkaaxvirus	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Yumkaaxvirus pescaderoense	1	PBV300	OP413840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	200	Primavirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Tristromaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Alphatristromavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Alphatristromavirus PFV1	NA	PFV1	KU307456	NA	NA	Pyrobaculum filamentous virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Alphatristromavirus PFV2	NA	PFV2	MN876844	NA	NA	Pyrobaculum filamentous virus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Betatristromavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Betatristromavirus TTV1	NA	TTV1	X14855	NA	NA	Thermoproteus tenax virus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	120	Duplodnaviria	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	140	Heunggongvirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	160	Peploviricota	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	180	Herviviricetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	200	Herpesvirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Alloherpesviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Batravirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Batravirus ranidallo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Batravirus ranidallo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Batravirus ranidallo3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Cyvirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cyvirus anguillidallo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cyvirus cyprinidallo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cyvirus cyprinidallo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cyvirus cyprinidallo3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Ictavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Ictavirus acipenseridallo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Ictavirus ictaluridallo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Ictavirus ictaluridallo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Salmovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Salmovirus salmonidallo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Salmovirus salmonidallo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Salmovirus salmonidallo3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Malacoherpesviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Aurivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Aurivirus haliotidmalaco1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Ostreavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Ostreavirus ostreidmalaco1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	300	Orthoherpesviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	400	Alphaherpesvirinae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Iltovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Iltovirus cacatuidalpha2	1	CcAHV2	MK360902	NA	NA	CaHV2/Melbourne/2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Iltovirus gallidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Iltovirus psittacidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Iltovirus psittacidalpha5	1	PsAHV5	MK955929	NA	NA	16-4047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Mardivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus anatidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus columbidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus gallidalpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus gallidalpha3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus meleagridalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Mardivirus spheniscidalpha1	NA	SpAHV1	LT608135	NA	NA	sphenicid [sic] alphaherpesvirus 1 lib01004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Scutavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Scutavirus chelonidalpha5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Scutavirus testudinidalpha3	NA	TeAHV3	KM924292	NA	NA	tortoise herpesvirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Simplexvirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus atelinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus bovinealpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus cercopithecinealpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus humanalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus humanalpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus leporidalpha4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macacinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macacinealpha2	NA	McHV-2	KY628968.1	NA	NA	lion-tailed macaque herpesvirus 1 8100812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macacinealpha3	NA	McHV-3	KY628970.1	NA	NA	pig-tailed macaque herpesvirus 1 KQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macropodidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macropodidalpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus macropodidalpha4	1	MaAHV4	MT900474	NA	NA	V3116/09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus paninealpha3	NA	NA	JQ360576	NA	NA	Chimpanzee herpesvirus strain 105640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus papiinealpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus pteropodidalpha1	NA	PtAHV1	AB825953	NA	NA	fruit bat alphaherpesvirus 1 nk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus pteropodidalpha2	1	PtAHV2; PLAHV	LC492974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Simplexvirus saimiriinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Varicellovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus bovinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus bovinealpha5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus bubalinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus canidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus caprinealpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus cercopithecinealpha9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus cervidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus cervidalpha2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus cervidalpha3	NA	CvAHV3	MH036941	NA	NA	elk herpesvirus; cervid alphaherpesvirus 3 Canada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha6	1	EqAHV6; AsHV1	MT012704	NA	NA	AsHV/Bari/2011/740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus equidalpha9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus felidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus humanalpha3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus monodontidalpha1	NA	MoAHV1	MF678601	NA	NA	beluga whale alphaherpesvirus 1 LN3131-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus phocidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Varicellovirus suidalpha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	400	Betaherpesvirinae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Cytomegalovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus aotinebeta1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus cebinebeta1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus cercopithecinebeta5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus humanbeta5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus macacinebeta3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus macacinebeta8	NA	McBHV8	JN227533	NA	NA	cynomolgus macaque cytomegalovirus Ottawa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus mandrillinebeta1	NA	MdBHV1	KR297253	NA	NA	drill monkey cytomegalovirus OCOM6-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus paninebeta2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus papiinebeta3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus papiinebeta4	NA	PaBHV4	KR351281	NA	NA	chacma baboon cytomegalovirus OCOM4-52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Cytomegalovirus saimiriinebeta4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Muromegalovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Muromegalovirus muridbeta1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Muromegalovirus muridbeta2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Muromegalovirus muridbeta8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Proboscivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Proboscivirus elephantidbeta1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Proboscivirus elephantidbeta3	1	ElBHV3; EEHV3A	MN373268	NA	NA	Nyah NAP97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Proboscivirus elephantidbeta4	NA	ElBHV4	KT832477	NA	NA	elephant endotheliotropic herpesvirus 4 NAP69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Proboscivirus elephantidbeta5	NA	ElBHV5	KF921519	NA	NA	elephant endotheliotropic herpesvirus 5 Vijay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Quwivirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Quwivirus caviidbeta2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Quwivirus miniopteridbeta1	NA	MsHV, MnBHV1	JQ805139	NA	NA	Miniopterus schreibersii herpesvirus; miniopterid betaherpesvirus 1 B7D8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	600	Quwivirus tupaiidbeta1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
39	500	Roseolovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA 
