subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	12	Create new	family	Dishuiviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae'	NA	6
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	13	Create new	genus	Essdubovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae;Essdubovirus'	NA	11
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	14	Create new	species	Essdubovirus chlorellae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Dishuiviroviridae;Essdubovirus;Essdubovirus chlorellae'	NA	16
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	15	Create new	family	Omnilimnoviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae'	NA	7
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	16	Create new	genus	Panaquavirovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae;Panaquavirovirus'	NA	12
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	17	Create new	species	Panaquavirovirus qinghaense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Omnilimnoviroviridae;Panaquavirovirus;Panaquavirovirus qinghaense'	NA	17
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	18	Create new	family	Burtonviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae'	NA	8
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	19	Create new	genus	Burquivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae;Burquivirus'	NA	13
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	20	Create new	species	Burquivirus flavolapense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Burtonviroviridae;Burquivirus;Burquivirus flavolapense'	NA	18
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	21	Create new	family	Gulliviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae'	NA	9
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	22	Create new	genus	Invirovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae;Invirovirus'	NA	14
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	23	Create new	species	Invirovirus crochense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Gulliviroviridae;Invirovirus;Invirovirus crochense'	NA	19
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	24	Create new	order	Divpevirales	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create order of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales'	NA	3
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	25	Create new	family	Ruviroviridae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create family of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae'	NA	10
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	26	Create new	genus	Oviruvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae;Oviruvirus'	NA	15
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	27	Create new	species	Oviruvirus palmerstonense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Divpevirales;Ruviroviridae;Oviruvirus;Oviruvirus palmerstonense'	NA	20
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	NA	NA	family	Maviroviridae	ERROR	PROPOSAL.EMPTY_TAXA	Proposal created empty (non-species) taxa	the family 'Maviroviridae' is empty - it does not contain any lower rank taxons	NA	NA
Fungal and protist virus (F) proposals	2023.009F	2023.009F.v1.Virophages_reorg.docx	2023.009F.v1.Virophages_reorg.xlsx	NA	NA	family	Sputniviroviridae	ERROR	PROPOSAL.EMPTY_TAXA	Proposal created empty (non-species) taxa	the family 'Sputniviroviridae' is empty - it does not contain any lower rank taxons	NA	NA
